DN20020 ,Modina Gen.Store 
DN10004 ,Emon General Store 
23.79269667, 90.38510167
DN20015 ,Nafi Gift Corner & General Store 
23.82437667, 90.36684167
DN20020 ,Salim Enterprise 
23.8204, 90.35683667
DN20021 ,Shajalal Store 
23.75873, 90.352175
DN20018 ,Tangail Sweets 
23.78088667, 90.421795
DN30018 ,Maa Varities Store 
23.79467667, 90.35209
DN30006 ,M/S Hazi Siddiq Traders 
23.8893201, 90.3846422
DN10004 ,Rifat General Store 
23.79371167, 90.38416667
DN20022 ,Apon gen. Store 
23.83244167, 90.26540833
DN20015 ,Hamim Enterprise 
23.82452167, 90.36739667
DN20021 ,Patoarary Store 
23.75915833, 90.35156167
DSWA-0013 ,Monir Store 
23.54978, 90.49624833
DN30018 ,Shamim General Store 
23.79336, 90.35199167
DN20015 ,Mayer Doa 
23.82415333, 90.36606167
DN20021 ,Allar Dan Store 
23.75876333, 90.35174833
DSWB-0014 ,Masfika Store 
23.68985333, 90.399295
DN30006 ,Fatema Genarel Store 
23.89069167, 90.37977667
DN20021 ,Bismillah St 
23.7599266, 90.3535378
DN20015 ,Mughal Restaurant 
23.824925, 90.36372333
DN20022 ,Jamal Dep. Store 
23.83300333, 90.26353333
DN20010 ,Zarna Fast Food 
23.890175, 90.27188833
DSWA-0013 ,Aslam Sweets & Matri vander 
23.55089833, 90.49620333
DN20021 ,Hauladar Store 
23.75736333, 90.35005833
DSWB-0014 ,Bismillah Confectionary 
23.68910167, 90.39777667
DN20016 ,Gazi General Store 
23.77870333, 90.42633333
DN30006 ,Dealer Point 
23.888975, 90.38232833
DSWA-0013 ,Saoal Store 
23.55124333, 90.49618167
DN20021 ,Rabeya Store 
23.75633333, 90.35025333
DN30006 ,New Bonoful 
23.89058, 90.38497
DSWA-0013 ,Rupali Store 
23.55007167, 90.495485
DN20021 ,Allardan Gen. Store 
23.75556, 90.35095833
DSWB-0014 ,Hanif v.Store 
23.69517167, 90.39709667
DN10015 ,Asha Bekarey 
24.00730833, 90.24883
DN20016 ,Kazi Departmental Store 
23.77883167, 90.42774
DN30006 ,Laxmipur gen. Store 
23.890425, 90.38544
DSWB-0014 ,Sohid Confectionary & G.Store 
23.69472, 90.39589
DN20021 ,Vola food & stationary 
23.757115, 90.352315
DN20016 ,Priya Bakery & Confectionery 
23.77903, 90.42778833
DN20021 ,Vola Food &con. 
23.75643333, 90.35241667
DSWB-0014 ,Bismilla Store 
23.6925521, 90.3990276
DN10015 ,Shahadot store 
24.00749333, 90.240095
DN20016 ,Srabonti Gen Store 
23.777985, 90.427575
DN10015 ,maisha enterprise 
24.02689833, 90.24325167
DN20016 ,Mukta General Store 
23.7780758, 90.4255039
DN10015 ,maisha enterprise 
24.02668167, 90.24325667
DN20016 ,Prince General Store 
23.77756, 90.42532333
DSWA-0013 ,Sumiya Cosmetics 
23.56122167, 90.51015833
DN20021 ,M/S Bebe Sokina Enterprise 
23.7596974, 90.3537211
DN10015 ,vai vai store 
24.02681667, 90.24304667
DSWA-0013 ,Roni Store 
23.56114167, 90.50896833
DN20021 ,Mahim store 
23.7596974, 90.3537211
DN20021 ,Abir Store 
23.7596974, 90.3537211
DN10015 ,Bondho megha shop 
24.02718667, 90.23454333
DN20021 ,Jahid Store 
23.7596974, 90.3537211
DN30005 ,Melon General Store 
23.91089333, 90.398315
DN20021 ,Mam Vagne Store 
23.7596974, 90.3537211
DSWA-0013 ,Jamal Store 
23.56406833, 90.49699833
DN30005 ,M/S Al-Wasel International 
23.9105677, 90.39853
DN30005 ,M/S Al-Wasel International 
23.9105677, 90.39853
DN10015 ,Sobuj telicom 
24.03702, 90.241095
DN20022 ,Tanvir store 
23.83521667, 90.25973833
DN30005 ,M/S Al-Wasel International 
23.9105677, 90.39853
DSWA0013 ,Anik Store 
23.56403833, 90.49692
DN20021 ,Vola gen. Store 
23.7596974, 90.3537211
DN10015 ,Malik Chandropori 
24.043355, 90.23907667
DN30005 ,Pita Mata 1 
23.91408833, 90.410315
DN30005 ,Tripti Store 
23.91317667, 90.40639667
DSWA-0013 ,M/S Fatema Telecom 
23.562785, 90.49024
DN20021 ,Afia Store 
23.75834167, 90.35381833
DN30005 ,Aladdin Store 
23.91250167, 90.40508667
DSWA-0013 ,Siam Confectionery 
23.566235, 90.488885
DN10015 ,Salam Store 
24.046925, 90.237375
DN30005 ,manik Confectionery 
23.912195, 90.40489333
DN20021 ,MA Con.& Sweets 
23.76367167, 90.34465667
DN10015 ,Maa ar duo store 
24.04767833, 90.239175
DN30005 ,mayer Doa 
23.91085833, 90.40269333
DSWA0013 ,Joy Ma Tara 
23.56336333, 90.48939167
DN20021 ,Shajid Gen.Store 
23.7621304, 90.3437428
DN30005 ,Ahasan Store 
23.91083167, 90.40179333
DN20021 ,Muslim Sweets 
23.76342667, 90.34302167
DSWA-0013 ,Ma Moni Confectionery 
23.57040667, 90.49641
DN30005 ,Vuia Store 
23.91039167, 90.40079833
DSWA-0013 ,Ma Moni confectionary 
23.57051, 90.49647833
DN20022 ,Hoque ent 
23.83611, 90.25916167
DNDN20022 ,Hoque ent. 
23.83602333, 90.25912167
DN30005 ,Ajmery Store 
23.90868333, 90.39784333
DN10015 ,Mojahid Store 
24.04741833, 90.23334833
DN30005 ,mostofa departmental 
23.907225, 90.40031833
DN20022 ,Green mart 
23.839585, 90.25820167
DN30005 ,Mayer Doa 
23.9067415, 90.4005453
DN30005 ,Bismilla misti vandar 
23.90494167, 90.39896667
DN10015 ,monir store 
24.05172333, 90.23215167
DSWA-0013 ,Hassan Telecom 
23.57017, 90.49627167
DN10015 ,Siam store 
24.06974, 90.21869
DSWA0013 ,Afjal Store 
23.56496667, 90.49966167
DSWA-0013 ,Nasir Store 
23.56638667, 90.50047333
DSWA-0013 ,Ruhul Amin Store 
23.559605, 90.49906667
DN10015 ,Emran Store 
24.08025167, 90.16906
DN10015 ,Tahid Store 
24.08037333, 90.168945
DN10015 ,Sikder genaral store 
24.0261593, 90.2336627
DN20022 ,Bismillahdept. Store 
23.81327167, 90.26011333
DSEB-0019 ,M/s. Salauddin Bakery & Confectionary 
23.61485667, 90.51206167
DN30019 ,Azad Store 
23.7430992, 90.3669776
DN30018 ,Muslim Sweets House 
23.80481167, 90.363185
DN10015 ,Fatama varities store 
24.02989167, 90.24859167
DN10005 ,Kolpona General Store 
23.8247, 90.39363833
DN30019 ,Khaja Azmir Berine House 
23.7517353, 90.38547
DN20015 ,Hasan Hossain Gen. Store 
23.82039667, 90.36655667
DN20022 ,Al-Amin Ver. Store 
23.8082, 90.25670667
DSEB-0019 ,Bismillah Store 
23.61466833, 90.50966833
DN10015 ,Santo sarmin genaral store 
24.02924, 90.24808167
DSWA-0013 ,Mubin & Rakib telecom 
23.552005, 90.5062
DN30018 ,Kambar Resturant 
23.80718, 90.36169167
DN30018 ,Pitha Ghar 
23.79865, 90.352665
DN10005 ,Mayer Doua General Store 
23.82539833, 90.393575
DN20025 ,Holly Mocca 
23.77838333, 90.39851
DN20021 ,Nurjahan Daily Soper 
23.7624025, 90.3436967
DN20025 ,Holly Mocca 
23.77836333, 90.39849333
DN20028 ,Jisan General Store 
23.819115, 90.36694667
DN30017 ,shopon store 
23.92576667, 90.44840167
DN10005 ,DHAKA FUSKA HOUSE 
23.82600333, 90.39396667
DN20022 ,Farhan store 
23.807655, 90.25669333
DN20021 ,Molla Store 
23.7624025, 90.3436967
DN10015 ,Vai Vai Genaral Store 
24.03171333, 90.25169667
DN10005 ,Coffee House 
23.82589, 90.39413
DN20021 ,Mosaid Store 
23.76419667, 90.34306833
DN30018 ,Prince Bakery & Food Plaza 
23.797025, 90.351955
DN10011 ,Monir Telecom 
23.92841833, 90.26768667
DSEA-0021 ,Oahadika Fast Food 
23.7335098, 90.4247432
DN30017 ,kowsar Bostraloy 
23.92487667, 90.44848333
DN20025 ,Rahat Confectionery 
23.77883167, 90.39872
DN30019 ,Best One Pharma 
23.7517353, 90.38547
DN20028 ,RP Pharmacy & Confectionarya 
23.81887333, 90.36713833
DN30006 ,Dewan Genarel Store 
23.890225, 90.38659
DN30017 ,Kowsar Bostraloy 
23.92481833, 90.44840333
DSEB-0019 ,Paris Baguette 
23.6169436, 90.5109636
DN30018 ,Sonargaon Store-2 
23.8078137, 90.3625254
DN10005 ,katabon and co. 
23.82585333, 90.39401333
DSEA-0021 ,Laboni Sweetmeat and Conf 
23.731835, 90.425365
DN10015 ,Najma varities store 
24.03662833, 90.25230333
DN20022 ,Julfik Store 
23.80970833, 90.25486
DSWB-0014 ,Sudhir V Store 
23.7010856, 90.3976863
DN30018 ,Kazi Traders 
23.79781333, 90.35169667
DN30019 ,Asaa Bazer 
23.7517353, 90.38547
DN20028 ,Mums General Store 
23.81723167, 90.36677
DN20021 ,Haque Store 
23.76489833, 90.34419667
DN10011 ,Stock 
23.92795833, 90.26662333
DN10015 ,Sakara genaral store 
24.03634833, 90.25140833
DN20025 ,Siam General Store & laundry Dry Wash 
23.77885167, 90.40160667
DN30018 ,Muna Bazar Super Shop 
23.80755333, 90.35631667
DSWA-0013 ,Milon Store 
23.54995167, 90.50281667
DSWB-0007 ,Beauty Enterprise 
23.791283, 90.3726285
DN20021 ,Moriom Store 
23.76519167, 90.34643833
DN20022 ,Kamrul Store 
23.808105, 90.25114167
DN10026 ,Benimoy General Store 
23.79389, 90.37359167
DN30019 ,Rosi D Store 
23.7517353, 90.38547
DN10005 ,Bobi Enterprise 
23.82674333, 90.391345
DSWB-0014 ,Alam Store 
23.71049333, 90.35949667
DSEB-0019 ,Sawdagor Stationary Store 
23.61312833, 90.51692
DN30018 ,Jomuna Sweet & Fast Food 
23.798645, 90.35207833
DSEA-0021 ,Paramaount Dep Store 
23.7335098, 90.4247432
DSWB-0007 ,Beauty Enterprise 
23.791283, 90.3726285
DN10015 ,Abir Store 
24.03676167, 90.250435
DN30006 ,Al Khedma Pharmacy V. Store 
23.88468833, 90.38658333
DN20007 ,Shariatpur Store 
23.75418667, 90.38726167
DN30017 ,new anondo store 
23.92577833, 90.44170167
DN20025 ,Bhai Bhai Store 
23.77654667, 90.40288
DN10005 ,Munmun General Store 
23.82625833, 90.39139333
DN30019 ,Success Enterprise (Bizee-by) 
23.7517353, 90.38547
DN20021 ,Vai Vai Shakib St 
23.763895, 90.34521333
DN30017 ,sany store 
23.92573333, 90.44157333
DSEB-0019 ,Hafsa Briti Store 
23.61283167, 90.51719333
DSEA-0021 ,Elma Health Care 
23.7335098, 90.4247432
DN10004 ,Tony Tonmoy Store 
23.79263667, 90.37723167
DN30018 ,Maliha Books & Stationary 
23.80661667, 90.3531
DN20007 ,Bikrompur G Store 
23.75387, 90.38593167
DN20022 ,Purnima Telecom 
23.81158167, 90.24968
DN30006 ,Lisa Store 
23.88271, 90.38617333
DN10005 ,Babul General Store 
23.826135, 90.39123167
DN10026 ,Mim Gen Store 
23.79442, 90.37327
DSWA-0013 ,Rasel Store 
23.54709833, 90.49613333
DSWB-0007 ,M/S Amrita General Store 
23.71281833, 90.42283833
DSEB-0019 ,Saida Store 
23.61223, 90.51720667
DN30017 ,maliha store 
23.92499, 90.43902667
DN20025 ,Khan Drugs 
23.7792554, 90.4030454
DN30019 ,Purvasa Food Faer 
23.7517353, 90.38547
DN30018 ,Rakib General Store 
23.80200667, 90.34932167
DN20021 ,Peyara St 
23.76305333, 90.343235
DN20028 ,Torikul Store 
23.817125, 90.36834
DN10011 ,Ronobir Canteen 
23.91407167, 90.26323
DN20025 ,Welcome General Store 
23.77750167, 90.399765
DN30018 ,Maa Enterprise 
23.80642833, 90.35318667
DN20007 ,B Baria Store 
23.75415167, 90.38624
DSEA-0021 ,Ideal Laibrary & D Store 
23.736305, 90.42281167
DSWB-0007 ,Maa Store 
23.712665, 90.42273
DN10026 ,Anwara Enterprise 
23.79419667, 90.36972333
DSEB-0019 ,M/s Rakib Ent. 
23.609185, 90.51908333
DN30017 ,rajib enterprise 
23.9227999, 90.4356727
DN20021 ,Safa And Saru 
23.76182833, 90.34337333
DN20016 ,Maria General Store 
23.76537333, 90.43739833
DSWA-0013 ,Santo Store 
23.54395333, 90.49968833
DN20025 ,Masud Store 
23.7766229, 90.397859
DN20028 ,Hassan General Store 
23.81787833, 90.36881667
DN30018 ,Mukul Enterprise 
23.80340167, 90.34920167
DSWB-0014 ,Sanjibon Store 
23.70918333, 90.36113167
DN10015 ,Rahat store 
24.03897167, 90.2569
DN30018 ,Mou General Store 
23.80657333, 90.35259167
DN10005 ,Lamia General Store 
23.82581167, 90.391195
DN30017 ,sotota bekary and Confectionery 
23.92327667, 90.43489
DSWB-0007 ,Baba Loknath Vandar 
23.71273, 90.422855
DN10004 ,A.M General Store 
23.79268, 90.37714167
DN20025 ,ICDDRB Canteen 
23.7766229, 90.397859
DN20007 ,Food Art 
23.75590667, 90.386415
DN20022 ,Saiful Store 
23.81485667, 90.25005
DN30017 ,takwah store 
23.9238, 90.434795
DN10005 ,Mashallah Emterprise 
23.82542167, 90.39112667
DSEB-0019 ,Shafi Uddin Store 2 
23.597045, 90.51616
DSWA0013 ,Ahasan general Store 
23.53723833, 90.49676333
DN20028 ,Ujjal Fast Food 2 
23.818615, 90.36865667
DN10026 ,Sonar Tori Gen. Store 
23.79300833, 90.36766167
DN30006 ,Mim Genarel Store 
23.880755, 90.38579167
DN10005 ,Mashallah Enterprise 
23.82542, 90.39114167
DN10004 ,Rupashi Bangla Store 
23.79296333, 90.37867833
DSEA-0021 ,Ma Babar Doa 
23.73656667, 90.42198667
DN30018 ,BM Trading Corporation 
23.80431, 90.34937667
DSWB-0007 ,Radha krisno sweets 
23.791283, 90.3726285
DN10011 ,2 Mp Canteen 
23.91329833, 90.264615
DN30019 ,Rana Enterprise 
23.7517353, 90.38547
DN10005 ,Mashallah Enterprise 
23.82541833, 90.39114167
DSWA-0013 ,Mokter Store 
23.53594833, 90.49662
DN30017 ,Choudhary store 
23.9228372, 90.4355148
DN20021 ,All Amin Store 
23.76472167, 90.34164833
DN30018 ,Ridhoroy General Store 
23.80591833, 90.35177167
DN10004 ,Mini Bazar 
23.79286833, 90.37863333
DN30006 ,Shimran General Store 
23.88083167, 90.38367667
DSEB-0019 ,Ma Moni Store 
23.59280333, 90.51989833
DN20007 ,New Islamia Store 
23.75541333, 90.38708333
DN20022 ,Tanvir Store 
23.81966167, 90.25104167
DN10005 ,Mahin Enterprise 
23.82537167, 90.391165
DN10026 ,Masud Gen Store 
23.79491833, 90.36714833
DSEA0014 ,Mohiuddin varitise store 
23.61072167, 90.41267667
DN30009 ,Masum Telecom 
23.95295333, 90.37053167
DN20021 ,Ma Va. Store 
23.74947333, 90.342465
DSEA0014 ,Sajid store 
23.53996667, 90.45526
DSEA-0021 ,Bhola Enterprise 
23.73871833, 90.42140167
DN10005 ,Mahin Enterprise 
23.82541167, 90.39124
DN20028 ,Konok Departmental Store 
23.81838, 90.37106333
DN30006 ,Bai Bai General store 
23.88081833, 90.38377167
DN10005 ,Mahin Enterprise 
23.8253, 90.39115167
DSWA-0013 ,Tin Konna general Store 
23.53429333, 90.50068667
DSEA-0021 ,Vandary Store 
23.73359667, 90.422075
DN20021 ,Fahim Store 
23.76561833, 90.341655
DSEB-0019 ,Sifat & Sadat 
23.59077833, 90.521625
DSWB-0007 ,Jbl Store 
23.71202833, 90.42293
DN30017 ,alom store 
23.91823333, 90.43164333
DSWB-0014 ,Bristi Sarkar Store 
23.711255, 90.35730333
DN20025 ,Kismat General Store 
23.77545667, 90.40030333
DN10005 ,Mohin Enterprise 
23.82531833, 90.39119
DN20021 ,MISTI Mala 
23.76623667, 90.341625
DN20028 ,Roman Store 
23.818395, 90.37011833
DSWB-0007 ,Magna Confactinary 
23.7111, 90.423365
DN20016 ,Bayejit General Store 
23.772875, 90.42064167
DN10004 ,Maa Jononee Business Centre 
23.79296333, 90.37898667
DN10011 ,Samahar Depatment Store 
23.90823833, 90.26807667
DN30018 ,Konika General Store 
23.80538, 90.35332667
DSEA-0021 ,Protidin D Store 
23.73658833, 90.41924333
DN20025 ,Ananda General Store 
23.77559, 90.401535
DN30017 ,heqmot gemeral store 
23.92122, 90.43291667
DSWB-0014 ,Masud Bakery 
23.71378667, 90.35785333
DN10026 ,Mayer Doya Gen. Store 
23.79287667, 90.36545167
DN10004 ,Janata vai vai Confectionary 
23.793245, 90.37886833
DN30018 ,BCIC College Canteen 
23.81123833, 90.34833667
DSWB-0007 ,Shajalal Departmental store & medicine cornar 
23.71121167, 90.42463667
DN20022 ,Bismillah Store 
23.81167, 90.25549833
DSEB-0019 ,Rasel Store 
23.59153667, 90.52923
DN30017 ,lamia traders 
23.931685, 90.44191
DN30006 ,Bai Bai Telecom 
23.88080333, 90.38343167
DN20028 ,Shafiq Talukder General Store 
23.81921333, 90.37162
DN10026 ,Muslim Sweets and Bakary 
23.79287333, 90.365505
DN20007 ,Mohammad Store 
23.75686833, 90.38631667
DN20016 ,Tanjin Departmental Strore 
23.773215, 90.42050667
DN10005 ,Riaz Departmental Store 
23.82395833, 90.38819
DSEA-0021 ,Guddi Gen Bipony 
23.73883667, 90.4163
DN20025 ,New Mayer Dua Enterprise 
23.77582, 90.401745
DN30019 ,Razon G Store 
23.7517353, 90.38547
DN10026 ,Katabon & Confectionary 
23.79260333, 90.36537833
DSWA-0013 ,Zakir Store 
23.54196667, 90.48306333
DSWB-0007 ,Siam Genarel Store 
23.71113, 90.42463333
DN10005 ,Naheyan General Store 
23.824115, 90.38780167
DN30018 ,Mosharaf Store/Mukta Fast Food 
23.80499833, 90.35326667
DN10004 ,New Smart 
23.79431833, 90.38018167
DN30018 ,Muslim Tea Store 
23.81084333, 90.34918333
DN20028 ,Sweety General Store 
23.81893333, 90.371665
DN30017 ,dewan electric furniture 
23.937355, 90.44397667
DN20025 ,Kazi Store 
23.774295, 90.40261833
DN30019 ,Saki Pharmacy & Departmental Store 
23.7517353, 90.38547
DN20007 ,King Cable Network 
23.75667833, 90.38652167
DSEA-0021 ,Bhandari Gen Store 
23.73887667, 90.41656833
DN10005 ,Brothers Telecom & Sayanir Store 
23.82408167, 90.38834667
DN20016 ,Priya Bakery & Food 
23.77347, 90.42083333
DN20025 ,Faridul Store 
23.77437167, 90.402645
DN30018 ,CTC Mart 
23.80382833, 90.353305
DN30019 ,Bhai Bhai Departmenal Store 
23.7517353, 90.38547
DN10004 ,Ahllar Dan General Store 
23.79445833, 90.38168667
DN10005 ,Banu General Store 
23.82174167, 90.38844
DSEA-0021 ,Mans Departmental Store 
23.7335098, 90.4247432
DN20025 ,Abdur Rahim General Store 
23.77428667, 90.40185333
DSWA-0013 ,Almodia sweets 
23.54639333, 90.48618
DN10026 ,Hawlader Store 
23.79673, 90.36337
DN20028 ,Rayahan Confectionary & General Store 
23.82030667, 90.37030667
DN30018 ,Mem Enterprise 
23.81088833, 90.34898333
DN30006 ,Atik Store 
23.88137333, 90.38718
DN30017 ,ismail store 
23.9394496, 90.4406563
DN30019 ,Daymond Store 
23.7517353, 90.38547
DN10026 ,krishorgonj Store 
23.79693833, 90.36363333
DN10004 ,Shuvo Confectionery Store 
23.79434333, 90.38214333
DN20021 ,Vai Vai St 
23.759345, 90.34366167
DN30018 ,Golden Ilali General Store 
23.80158167, 90.35420833
DN30006 ,Mayer Dowa General Store 
23.88164167, 90.38716167
DN20025 ,New Hanif General Store 
23.775305, 90.40248
DN10026 ,Hossain General Store 
23.79645167, 90.36261667
DN30019 ,Ct/ Siddiq G Store 
23.7517353, 90.38547
DSEA-0021 ,S S Store 
23.7335098, 90.4247432
DSWB-0009 ,Sikder Enterprise 
23.70624333, 90.42391333
DSEA-0021 ,SS Store 
23.739555, 90.414665
DN30017 ,shakil enterprise 
23.93830333, 90.45062
DN20021 ,Shajida Store 
23.75873, 90.34381833
DN10026 ,Afrin Alam Bekary 
23.79637333, 90.36006167
DN10005 ,Shishir General Store 
23.82405833, 90.391315
DN30019 ,An-Noor G/Store 
23.7517353, 90.38547
DN20025 ,Azad General Store 
23.74592167, 90.37709667
DN20016 ,Anowar Enterprise 
23.77512833, 90.423335
DN10004 ,Natunkuri.com 
23.79429, 90.38333833
DN10015 ,sha ali store 
24.03647833, 90.26100333
DN20025 ,Ma Babar Dua 
23.77408333, 90.40444833
DN20021 ,Al Amin St 
23.76018, 90.343525
DN20007 ,Shuvo G Store 
23.757985, 90.38652333
DSEA-0021 ,Smart Shop 
23.7335098, 90.4247432
DN10026 ,Sadaf & saifan gen store 
23.79636, 90.35859
DN30017 ,kazi enterprise 
23.94245833, 90.46361833
DN30019 ,New Bhai Bhai General Store 
23.7469073, 90.3797762
DN20021 ,Saimon St 
23.76108833, 90.34360333
DN10015 ,Mahamudul Hasan Store 
24.03643, 90.26125167
DN30017 ,badhon canteen 
23.942565, 90.46321333
DN20007 ,Sm Store 
23.75785667, 90.38350167
DN10005 ,Friends Fast Food & General Store 
23.82236333, 90.392795
DN30018 ,Sehab Store 
23.81166167, 90.34828333
DN10026 ,Takwa Gen. Store 
23.79601333, 90.35947667
DN30019 ,Razzak Store 
23.7469073, 90.3797762
DN10015 ,Sha chondropuri store 
24.036635, 90.26272333
DN20016 ,Bismillah Store 
23.7755349, 90.4224121
DN20025 ,SM Departmental Store 
23.77625, 90.39972667
DN30017 ,jonony store 
23.9617131, 90.4545118
DN20021 ,Ittadi St 
23.7586811, 90.3442391
DN30006 ,Riaz General Store 
23.87825667, 90.38701
DSEA-0021 ,J.J & Jahin D Store 
23.73716, 90.41483333
DSWB-0007 ,Sompa Dipto Genaral Store 
23.70481, 90.423835
DN30018 ,Ohona Food Hotel 
23.811875, 90.34821833
DN20015 ,Rafiq General Store 
23.82153833, 90.36786667
DN10026 ,Sattar Gen. Store 
23.79256667, 90.35528833
DSWA-0013 ,Pulok Store 
23.554615, 90.49668
DN30018 ,Allahr Dan Dep.Store 
23.80522333, 90.35757667
DN30017 ,harbaz store 
23.92977, 90.45222167
DN30006 ,Reaj Genarel Store 
23.87895167, 90.38626833
DSWB-0007 ,Molla Departmental Store 
23.703115, 90.42382333
DN30018 ,Humayun Food Hotel 
23.81178833, 90.34823
DSEA-0021 ,Al Modina Fast Food 
23.73665833, 90.41353833
DN30017 ,shorkar verity store 
23.92990833, 90.45190167
DN20016 ,Dipa Departmental Store 
23.77812833, 90.42328333
DN20021 ,N.Bismillah St 
23.76480167, 90.34432333
DN30019 ,Mim General Store 
23.74768833, 90.383415
DN10011 ,Ali Baba Sweet 
23.9603, 90.27013667
DN10004 ,Jalal Confectionery 
23.79155333, 90.383925
DN30018 ,Vai Vai Confectionery 
23.81207, 90.34826333
DN30018 ,M/S Maysha General Store 
23.80444833, 90.35765833
DN20007 ,Bikrompur G Store 
23.755765, 90.38189167
DN20015 ,Jom Jom Store 
23.82252, 90.37749333
DN10026 ,Ela Muslim Sweets 
23.79155333, 90.35878667
DN10011 ,Ali baba sweet 
23.96032833, 90.27035
DN30017 ,food park 
23.929435, 90.45306833
DN10011 ,Uttara Traders 
23.96021667, 90.27058833
DN10026 ,Bhai Bhai Store 
23.7915883, 90.3587149
DSEA-0021 ,Islami Bank Hospital Canteen 
23.73771667, 90.409875
DSWB-0007 ,Mayer Doa 
23.70142, 90.42310167
DN30018 ,Shawarma Cafe 
23.80404, 90.35866
DN10011 ,Sanjida Verities Store 
23.96022333, 90.27075167
DN20019 ,Rubi Enterprise 
23.75845833, 90.402495
DN20007 ,Mohona Bazar 
23.75586333, 90.383165
DN30006 ,Shah Confectionery 
23.8781683, 90.3883657
DN20016 ,Provati Store 
23.76817333, 90.42493
DN30018 ,Hotel Maa-er Doa 
23.81185667, 90.34805667
DN20028 ,Vai Vai Gen. Store 
23.82047667, 90.37800667
DN30006 ,Sha Confectionary 
23.8781683, 90.3883657
DN10004 ,Hossain Ali Store 
23.79155833, 90.38375333
DN20019 ,Rubi Enterprise 
23.7581, 90.40282833
DN10011 ,Nusrat Confectionary 
23.96018, 90.27002833
DSWA0013 ,Joy store 
23.56059167, 90.49639167
DN20007 ,Nitto Sodai G Store 
23.75587667, 90.38376167
DN20019 ,Rubi Enterprise 
23.75850833, 90.40242333
DSWB-0007 ,Laki Sweets & Confectionery 
23.69941833, 90.42136167
DSEA-0021 ,Rupchorcha 
23.7335098, 90.4247432
DN20021 ,Allardan Store 
23.76169, 90.33923833
DN20028 ,Nasreen Store 
23.82062, 90.3799
DN10026 ,Abir Dept. Store 
23.79257, 90.37079833
DN30018 ,Pink Cat 
23.80307333, 90.35789167
DN20022 ,Azad store 
23.8270579, 90.2646065
DN10026 ,Nitto Sodai Store 
23.7893852, 90.3599581
DN10015 ,Anondo Fast Food & Gift corner 
24.079535, 90.26550833
DN20019 ,Molla Store 
23.75783667, 90.40290167
DN10004 ,Bangla Cafe 
23.79452333, 90.385115
DSEA-0021 ,Allah Vorosha Store 
23.74001833, 90.41192167
DN20007 ,Mitu Telecom 
23.75593833, 90.38359
DSEA-0021 ,Luna Confectionery 
23.7335098, 90.4247432
DN20021 ,Mksud Store 
23.764805, 90.3494
DN10011 ,Rasheda Gen.Store 
23.95889167, 90.25649333
DN10004 ,Buya computer 
23.7942258, 90.3844192
DSWA0013 ,Sonali Confectionary 
23.55958, 90.50272167
DN20019 ,Dada Vai Enterprise 
23.75865167, 90.40333333
DN30018 ,Dhaka Food 
23.80027, 90.35495167
DSEA-0021 ,M/S Rajvog Sweets 
23.74130833, 90.41234167
DN20021 ,Abul Khaer St 
23.7650365, 90.3510477
DN20007 ,Mitu Sweets 
23.75815833, 90.38779833
DN20022 ,Amena Ver. Store 
23.82822167, 90.26798
DN30018 ,Nasim Bazer 
23.80118333, 90.35436333
DN20028 ,Bikrompur Misttanno Vander 
23.81421667, 90.374795
DN20016 ,Nila Varities Store 
23.7679474, 90.4235269
DN30018 ,Hotel Diamond ( Residential) 
23.7950859, 90.352037
DN20025 ,Kotha Coffee House 
23.78313667, 90.41043667
DN10026 ,Jamal General Store 
23.79708833, 90.369135
DSEB-0019 ,Sadia Store 
23.60019833, 90.51209833
DN20025 ,Salman Rice 
23.78613167, 90.41251167
DN30006 ,Uttara Farma 
23.87518333, 90.39138333
DN20021 ,Modina Store 
23.74667, 90.34561167
DN30006 ,Feni Genarel Store 
23.874879, 90.4012175
DSWB-0007 ,Pritom Store 
23.7909689, 90.3727979
DN20022 ,Shakila gen. Store 
23.850905, 90.26309167
DN20025 ,Rozina Store 
23.78397833, 90.41118167
DN20015 ,Laxmipur General Store 
23.82168833, 90.367785
DN20015 ,17 ECB Canteen 
23.83054667, 90.37678
DN20025 ,Bilal store 
23.78575833, 90.41316667
DN20020 ,Muslim Food Plaza 
23.802816, 90.3622558
DN20022 ,Momotaj gen. Store 
23.84844833, 90.25909
DN10004 ,Majvandary Con. 
23.80573, 90.37444
DSEB-0019 ,Ramjan Hossain Store 
23.60400833, 90.54508833
DN20010 ,Mitu gen. Store 
23.82960167, 90.25173167
DSEA-0021 ,Mayer Doa 
23.74777167, 90.41927833
DSEA0014 ,Molla varitise store 
23.609875, 90.41955333
DN10026 ,Decent Sweets 
23.78816, 90.37636333
DN20028 ,Shohel Store 
23.82171167, 90.37385
DN20007 ,New Kostori Food 
23.75683167, 90.38988667
DSEA0014 ,Moon Store 
23.556275, 90.45680167
DSEA-0021 ,Nazmul Store 
23.74500333, 90.42424667
DN20019 ,Mannan Grosari _ 2 
23.77265333, 90.41319167
DN20007 ,Ekushe Net 
23.76022, 90.38614667
DN30018 ,M/S Farhan Traders 
23.78549, 90.348265
DSEA-0021 ,Chadpur Janani Store 
23.74818167, 90.418115
DN20020 ,Bikrampur Misthann Bhandar & Bakery 
23.81016833, 90.36366667
DSEA-0021 ,A K Genarel Store 
23.74623333, 90.41626167
DN20016 ,Dibanishi Telecom 
23.7754208, 90.4222714
DN20019 ,Alsafa Store 
